timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
570.0,0.110881,-0.036270,-9.805004,0.012778,-0.002675,0.003863,20.596,-0.715,-39.912
580.0,-0.057065,0.033744,-9.789280,-0.022646,0.006264,-0.018163,19.935,-0.015,-39.705
590.0,-0.002678,-0.041198,-9.862360,0.015064,-0.003055,0.001172,18.636,-0.343,-40.322
600.0,0.064868,0.025173,-9.892564,-0.008930,0.003790,-0.004376,19.378,-0.524,-40.145
610.0,0.018723,0.000641,-9.841989,-0.006247,-0.011893,-0.000504,20.310,-0.314,-38.839
620.0,0.058096,0.075411,-9.854556,-0.008624,-0.001270,-0.010641,19.321,-0.424,-40.465
630.0,-0.024054,0.027430,-9.774513,-0.000682,-0.009627,-0.000822,19.642,-0.565,-39.491
640.0,-0.006935,0.039320,-9.734631,-0.007730,-0.005732,0.001340,19.845,0.409,-39.809
650.0,-0.005443,0.011450,-9.752894,-0.002937,-0.006709,-0.007284,20.763,-0.965,-40.090
660.0,0.078053,-0.020591,-9.760059,0.010088,-0.024526,0.025956,20.655,0.029,-40.266
670.0,-0.004101,-0.010860,-9.834898,0.005019,0.000416,-0.006816,20.297,0.408,-39.439
680.0,0.007076,0.046700,-9.790782,0.004528,0.004215,0.010396,19.397,0.308,-40.144
690.0,-0.003301,-0.002080,-9.804273,-0.006701,-0.003437,-0.008993,20.339,0.909,-39.348
700.0,-0.047170,-0.073325,-9.877345,-0.011493,0.009412,-0.013402,19.294,-0.601,-39.485
710.0,0.019729,-0.031077,-9.769661,0.009067,0.004089,0.004540,20.065,-0.435,-40.839
720.0,-0.017479,0.021517,-9.822146,0.004791,0.006076,0.019553,20.085,0.308,-39.852
730.0,-0.040321,0.029989,-9.832079,0.008446,-0.005372,0.006713,19.645,-0.084,-39.684
740.0,0.023884,0.020954,-9.825823,0.003807,0.008732,0.021931,20.331,-0.465,-38.907
750.0,0.023067,-0.107554,-9.901785,-0.004727,0.005703,0.002650,20.652,0.676,-40.180
760.0,0.012661,-0.021375,-9.837202,0.012498,-0.001560,-0.016105,20.313,-0.991,-40.037
770.0,0.025569,0.041164,-9.710894,-0.003037,-0.007287,0.007363,20.111,-0.314,-40.035
780.0,0.055840,-0.028281,-9.746270,0.013451,0.003474,0.004010,19.548,-0.609,-39.307
790.0,0.008241,0.008729,-9.873767,0.005769,-0.003169,0.016438,19.290,0.995,-40.159
800.0,0.027054,0.001135,-9.846398,-0.007937,0.010775,-0.008739,20.066,-0.072,-39.940
810.0,-0.052271,0.090907,-9.897422,0.013509,0.001616,0.005185,19.571,-0.168,-39.799
820.0,-0.011965,-0.000061,-9.775106,-0.014678,0.005874,0.009164,19.656,-0.195,-40.592
830.0,-0.028352,-0.108009,-9.810648,0.012009,-0.002950,-0.006531,19.908,-0.125,-40.052
840.0,0.069426,-0.040993,-9.727361,0.005993,-0.004584,0.000165,20.546,0.436,-40.262
850.0,-0.059029,-0.025865,-9.781364,0.012712,-0.000877,0.005773,20.211,0.422,-39.810
860.0,0.037912,0.003071,-9.739309,-0.000276,0.000734,0.003837,19.655,0.601,-39.985
870.0,-0.003441,0.069282,-9.801557,-0.002567,0.011492,-0.004722,19.022,0.587,-40.105
880.0,0.040307,0.045897,-9.727983,-0.000258,-0.007333,-0.006202,20.147,0.483,-39.476
890.0,0.073275,0.008280,-9.681952,-0.007300,-0.002931,0.017066,20.446,-0.633,-39.495
900.0,-0.050614,0.112064,-9.736997,0.008227,0.003853,0.031052,20.307,-0.095,-39.845
910.0,-0.021374,-0.029730,-9.807973,-0.003670,0.018280,0.004206,19.105,0.726,-39.918
920.0,-0.012436,-0.051148,-9.773425,0.009852,0.000795,0.004764,20.306,0.021,-40.594
930.0,0.016438,0.045660,-9.831233,-0.013402,-0.012514,0.008493,19.619,0.739,-40.683
940.0,0.019216,0.010329,-9.895201,-0.000152,0.018415,-0.003080,20.592,0.515,-40.712
950.0,0.042981,-0.039546,-9.784316,0.002695,-0.005580,-0.011700,20.078,0.765,-40.294
960.0,-0.024290,-0.079986,-9.830979,0.010747,0.003982,-0.013841,21.368,0.468,-40.091
970.0,0.036473,-0.015741,-9.764750,0.015491,-0.001336,0.001303,20.863,0.470,-40.147
980.0,-0.047744,0.019271,-9.781111,0.007884,0.009184,-0.005510,19.980,-0.669,-39.986
990.0,0.037455,0.057122,-9.743801,-0.008843,-0.005458,0.002904,20.484,-1.134,-40.887
1000.0,0.011619,-0.007302,-9.749840,0.008807,0.006786,-0.009246,19.637,0.235,-40.356
1010.0,-0.077492,0.032815,-9.751521,-0.003586,0.005837,-0.001507,19.245,0.347,-40.157
1020.0,0.022020,-0.066961,-9.788626,0.015664,0.004148,0.014264,19.228,0.024,-40.685
1030.0,0.056182,0.035269,-9.808412,0.001129,0.001646,-0.001690,20.235,-0.561,-39.568
1040.0,-0.053556,-0.047262,-9.837237,0.002369,-0.004231,-0.005462,19.362,0.232,-39.831
1050.0,0.041472,0.024795,-9.825071,0.011551,-0.018897,-0.009969,19.483,-0.455,-40.485
1060.0,-0.070303,0.018190,-9.820719,0.005349,-0.013965,0.020648,19.214,-0.846,-40.201
1070.0,-0.029103,0.048528,-9.869943,0.003199,-0.000568,0.002328,19.980,0.223,-39.374
1080.0,0.002202,0.029546,-9.833676,0.004084,-0.002035,0.012854,19.962,-0.362,-39.634
1090.0,0.015801,-0.019577,-9.792403,0.012954,0.024165,-0.003511,21.660,0.095,-39.621
1100.0,-0.043180,-0.016527,-9.834443,-0.002616,-0.006833,-0.001100,19.730,0.521,-39.518
1110.0,0.014468,0.089185,-9.880785,0.005702,0.003501,-0.001641,19.569,-0.563,-39.673
1120.0,0.030022,0.054493,-9.802957,-0.006392,-0.011302,0.005337,20.639,0.397,-39.913
1130.0,-0.041326,-0.049432,-9.703236,0.001791,0.002464,0.015798,20.662,-0.805,-40.225
1140.0,-0.065663,0.006027,-9.726135,-0.010224,-0.006393,-0.018109,20.377,-0.637,-40.907
1150.0,0.063987,0.020941,-9.835939,-0.019679,-0.016561,0.002013,20.589,0.554,-39.877
1160.0,-0.029768,0.010687,-9.804105,-0.012202,0.002020,-0.016362,19.604,-1.481,-39.890
1170.0,0.025147,-0.007793,-9.828921,-0.007328,0.020638,-0.000227,20.195,0.197,-39.582
1180.0,0.007039,-0.065278,-9.818815,0.000185,-0.010799,-0.024477,19.482,-0.624,-40.159
1190.0,0.018858,0.015641,-9.863908,-0.004974,-0.011962,0.024642,20.671,-0.662,-39.918
1200.0,-0.020625,-0.042011,-9.808129,-0.008407,0.000012,-0.002209,20.153,0.370,-39.658
1210.0,-0.079430,-0.110421,-9.746926,-0.007612,0.001763,0.009719,19.402,0.202,-40.526
1220.0,-0.073817,-0.012160,-9.888063,0.003975,-0.000159,-0.006656,20.762,0.976,-39.936
1230.0,0.032044,0.024376,-9.744347,0.007483,0.002969,0.002115,20.110,1.200,-40.111
1240.0,-0.059920,0.052577,-9.765170,-0.002145,-0.008283,-0.016979,20.553,0.593,-40.006
1250.0,-0.038712,0.105591,-9.845374,0.006438,0.018762,-0.001396,20.375,0.228,-39.644
1260.0,-0.073872,0.063356,-9.773139,-0.004274,-0.005699,-0.002986,19.738,0.387,-39.677
1270.0,-0.035744,-0.103373,-9.798233,0.002554,0.002465,-0.029471,19.759,0.479,-39.879
1280.0,-0.025170,-0.023783,-9.795944,-0.020242,0.006911,-0.013415,20.023,-0.754,-39.988
1290.0,-0.011511,0.056014,-9.769065,-0.003405,0.013717,-0.010436,20.513,-0.277,-40.277
1300.0,-0.015253,-0.069403,-9.797391,0.001799,0.007121,0.007206,19.466,-0.575,-39.964
1310.0,0.014362,0.021889,-9.752146,-0.010819,0.016149,0.016474,19.650,1.111,-39.988
1320.0,-0.097950,0.007151,-9.763585,0.005367,0.008444,-0.001352,20.048,-0.477,-40.371
1330.0,0.029715,-0.019770,-9.712355,0.014341,-0.000759,0.018725,20.874,-0.232,-38.531
1340.0,0.022363,0.068755,-9.775099,0.006207,0.001646,0.006478,21.128,0.972,-40.340
1350.0,0.058036,0.086445,-9.819845,-0.003405,-0.008213,0.009148,20.741,0.518,-39.732
1360.0,-0.031378,-0.045662,-9.873703,-0.003008,0.001665,0.003739,20.688,-0.254,-39.433
1370.0,0.023734,0.014965,-9.824067,-0.019588,-0.011206,0.015280,20.409,-0.290,-40.960
1380.0,0.044959,0.126491,-9.930060,0.017845,-0.010126,0.002552,19.932,-0.507,-39.628
1390.0,-0.004347,-0.086878,-9.866900,-0.002674,-0.007768,-0.003063,19.248,0.147,-40.222
1400.0,0.085677,-0.009574,-9.755932,-0.003060,0.027778,-0.004725,19.543,0.459,-39.995
1410.0,-0.037131,0.062329,-9.799659,0.003967,0.002035,0.012549,20.309,-0.386,-40.831
1420.0,0.031671,0.119405,-9.740492,0.014805,-0.008743,0.008984,20.592,0.148,-39.099
1430.0,0.011463,0.020628,-9.809383,0.020701,-0.006655,-0.004901,21.297,0.546,-40.010
1440.0,0.028597,0.012722,-9.812409,0.010812,-0.009415,-0.040587,19.319,0.068,-39.411
1450.0,0.032055,0.045425,-9.943897,0.006232,-0.001052,-0.018688,20.866,0.370,-40.214
1460.0,0.029939,0.067564,-9.787050,0.005452,-0.003345,-0.006142,20.242,-0.257,-40.076
1470.0,0.009792,0.032900,-9.754584,0.002498,-0.015000,0.019126,20.152,0.677,-40.026
1480.0,0.085736,-0.048977,-9.762070,0.009243,0.005201,0.006982,20.373,-0.376,-40.347
1490.0,-0.120205,0.047668,-9.865129,0.000080,0.002366,0.003959,20.189,-0.004,-39.873
1500.0,0.038104,-0.031723,-9.824046,0.012264,0.015349,-0.017221,20.780,0.995,-41.007
1510.0,0.040531,-0.039681,-9.901236,-0.007327,-0.009704,-0.011373,19.778,-0.590,-39.821
1520.0,0.008468,0.033719,-9.882863,0.004398,0.001025,-0.023327,20.063,0.098,-39.088
1530.0,-0.058245,0.021694,-9.820855,-0.003870,-0.017299,0.011419,19.148,0.775,-40.093
1540.0,0.092442,-0.042463,-9.810485,0.001959,0.004588,0.004736,19.867,-0.817,-39.890
1550.0,0.074532,-0.041612,-9.824156,0.018437,-0.006676,0.004233,20.000,0.507,-40.506
1560.0,0.020628,-0.027410,-9.709187,0.011461,-0.022510,-0.007530,20.033,0.730,-39.512
1570.0,-0.006123,0.018031,-9.816694,0.002883,-0.009712,-0.019113,19.447,0.788,-40.542
1580.0,0.030604,0.001677,-9.827340,-0.008265,0.001382,-0.002820,19.941,-0.395,-39.869
1590.0,0.081990,-0.021687,-9.792013,-0.001560,-0.004819,-0.005970,20.503,0.518,-40.189
1600.0,-0.018698,-0.069071,-9.860634,0.013489,-0.000015,0.005945,20.944,0.028,-40.879
1610.0,0.012283,0.117690,-9.773266,0.001734,-0.006274,-0.005717,19.921,0.307,-40.038
1620.0,0.001501,-0.004953,-9.749419,0.002997,-0.001517,0.014818,19.346,-0.703,-39.037
1630.0,0.016299,-0.094151,-9.759778,0.007796,0.012018,-0.003111,19.487,-0.181,-40.239
1640.0,-0.023231,-0.070827,-9.809590,0.003243,0.003221,0.009973,20.880,0.048,-40.098
1650.0,0.036349,-0.020997,-9.841684,0.005479,0.005962,0.013347,19.594,1.429,-41.134
1660.0,0.064059,0.032474,-9.864411,-0.011626,0.005358,-0.000804,19.468,-0.373,-39.349
1670.0,0.029976,-0.043913,-9.796512,-0.002629,-0.002092,0.001946,19.767,0.165,-39.893
1680.0,-0.028957,0.006425,-9.836122,0.007770,0.009244,-0.000116,19.502,0.399,-40.668
1690.0,-0.047893,-0.007304,-9.821230,0.012296,-0.000750,0.005802,20.410,-0.095,-39.426
1700.0,0.015522,0.001722,-9.715156,0.000464,0.003589,0.021123,19.692,0.788,-39.586
1710.0,-0.005053,0.060930,-9.846835,-0.010624,0.010944,-0.005977,19.406,0.056,-40.329
1720.0,-0.074592,-0.037343,-9.779767,-0.020626,-0.014406,-0.000502,19.679,-0.487,-38.925
1730.0,0.032465,-0.040771,-9.842944,0.003659,0.010103,0.008965,20.402,-0.636,-40.530
1740.0,0.064140,0.020808,-9.831965,-0.012994,-0.003025,0.013465,20.152,0.159,-39.597
1750.0,-0.022822,0.001469,-9.835120,0.009422,-0.004106,0.018312,20.249,-0.764,-39.707
1760.0,0.037899,-0.026028,-9.864933,-0.001943,0.009995,0.008292,18.781,0.155,-40.012
1770.0,-0.022666,-0.012875,-9.803843,0.006527,0.007307,0.018126,18.737,0.515,-40.519
1780.0,-0.098194,-0.059392,-9.780769,0.013493,0.000203,-0.021377,19.552,0.851,-40.071
1790.0,0.039170,-0.019089,-9.828066,0.004491,-0.002546,-0.015367,19.583,0.053,-39.871
1800.0,-0.017993,0.018346,-9.914276,0.002541,-0.009065,0.000828,20.038,-0.757,-39.964
1810.0,-0.030420,-0.004164,-9.783099,-0.007503,0.011919,0.013072,20.643,0.066,-39.710
1820.0,-0.074019,0.007094,-9.773584,0.018451,0.001727,-0.008651,19.470,0.046,-40.151
1830.0,-0.024109,-0.015875,-9.809158,0.007764,0.014632,-0.000381,19.951,-0.091,-39.837
1840.0,0.004413,-0.019553,-9.782621,0.006205,-0.006092,-0.003818,20.243,0.099,-40.091
1850.0,0.057480,0.045827,-9.885679,0.014147,-0.029360,-0.004233,19.578,0.130,-38.756
1860.0,0.003857,0.011419,-9.896877,0.010570,0.001951,-0.014232,20.463,0.394,-39.901
1870.0,0.065353,-0.045720,-9.799385,0.002379,-0.014304,-0.007146,20.391,-0.003,-39.459
1880.0,-0.019734,0.059804,-9.779044,-0.009339,-0.007697,0.003620,20.802,-0.664,-39.684
1890.0,-0.023652,-0.060548,-9.717433,0.001099,0.009288,0.009313,19.513,-0.046,-40.384
1900.0,-0.085451,0.040642,-9.824295,0.003380,0.009339,-0.005333,20.099,-0.565,-39.485
1910.0,0.039124,-0.016892,-9.733573,-0.001519,-0.009509,0.005918,19.187,0.639,-40.685
1920.0,-0.005471,0.034443,-9.714593,0.004624,-0.008348,0.003009,20.364,0.264,-40.278
1930.0,-0.031037,-0.058315,-9.838821,-0.009701,0.000777,0.012190,19.995,0.218,-40.027
1940.0,0.011115,0.028011,-9.896852,0.012805,0.001987,-0.003914,20.192,0.122,-39.949
1950.0,0.009118,0.009636,-9.813175,0.003677,0.012604,-0.000227,20.798,0.028,-39.843
1960.0,-0.063964,-0.051858,-9.834635,0.005577,-0.001277,0.002949,19.823,-0.681,-40.383
1970.0,0.006864,0.007684,-9.877756,-0.004698,0.015912,0.016517,19.923,0.510,-40.023
1980.0,0.015134,0.096456,-9.775863,-0.015596,0.003437,-0.015177,19.880,0.338,-39.341
1990.0,-0.040675,0.003739,-9.860996,0.002212,0.000029,-0.006053,19.959,-0.152,-40.412
2000.0,-0.096043,-0.061371,-9.834872,0.002310,0.005431,0.007008,19.759,0.523,-39.928
2010.0,0.043132,-0.007813,-9.836403,0.000789,0.011712,0.005723,20.956,-0.178,-39.163
2020.0,0.013812,0.030855,-9.870325,-0.009043,-0.006558,-0.006855,20.199,-0.687,-39.309
2030.0,-0.036300,-0.067485,-9.837200,-0.000750,-0.015612,0.005962,20.251,-1.022,-39.917
2040.0,-0.082698,0.017805,-9.809408,0.015725,0.003601,0.000579,19.439,-0.484,-39.655
2050.0,0.097689,0.022387,-9.848922,0.013263,-0.003062,-0.010190,19.864,-0.210,-39.536
2060.0,-0.085134,-0.025867,-9.778381,-0.006030,-0.007501,-0.020646,19.853,-0.035,-40.441
2070.0,-0.035689,-0.090378,-9.825935,0.007414,-0.022769,-0.006010,19.777,-0.694,-40.254
2080.0,0.043557,-0.060204,-9.817398,0.015901,0.011540,0.015065,19.205,0.240,-40.287
2090.0,0.013340,-0.016864,-9.816208,0.003023,0.000302,0.002097,21.238,-0.189,-39.725
2100.0,-0.043793,-0.035466,-9.839123,-0.017545,0.001435,0.022928,19.957,-0.124,-39.528
2110.0,-0.032828,0.047635,-9.789029,0.003589,-0.001866,0.015487,19.984,-0.416,-39.929
2120.0,0.036624,0.014925,-9.892019,-0.002447,-0.002501,0.000125,20.790,-0.654,-40.608
2130.0,0.011771,0.063573,-9.836950,0.001439,-0.019220,-0.006762,19.418,0.282,-39.245
2140.0,-0.018394,-0.021873,-9.717097,-0.006029,-0.006366,0.001397,19.453,0.591,-40.243
2150.0,-0.048353,0.103386,-9.745757,0.024608,0.001501,0.013539,18.542,0.083,-40.073
2160.0,-0.002876,-0.034705,-9.799015,-0.007255,0.013644,0.014556,19.157,0.263,-39.779
2170.0,0.050340,-0.000959,-9.761922,-0.015318,-0.004066,-0.009825,19.855,0.317,-40.869
2180.0,0.009074,-0.021409,-9.767428,-0.002882,0.025325,-0.017533,19.544,-0.352,-40.240
2190.0,0.019135,0.125365,-9.824060,-0.009166,0.000456,-0.012327,20.038,0.336,-40.856
2200.0,-0.003828,-0.070066,-9.741636,0.000332,0.013160,-0.003955,20.057,0.651,-38.525
2210.0,0.104619,-0.057877,-9.921583,-0.005704,-0.013400,-0.005636,20.390,-0.311,-40.705
2220.0,0.020888,-0.065328,-9.928314,0.007253,-0.008728,-0.004777,20.096,0.215,-40.207
2230.0,-0.026684,-0.013533,-9.786248,-0.013580,-0.006528,-0.003441,20.134,-0.182,-39.655
2240.0,-0.068970,-0.080781,-9.823234,-0.003558,-0.001753,-0.009514,20.041,-0.405,-39.936
2250.0,0.030152,0.072913,-9.845066,-0.001743,-0.004379,0.003815,20.423,0.321,-40.037
2260.0,0.021403,0.148824,-9.741175,-0.004729,0.002548,0.003055,20.583,0.406,-40.010
2270.0,0.063829,-0.029710,-9.838444,0.004575,0.010528,-0.012075,20.738,-0.778,-39.319
2280.0,0.036354,0.000597,-9.751236,0.015204,-0.000001,0.003973,19.744,-0.331,-39.623
2290.0,-0.003409,-0.136869,-9.755025,0.011593,0.006463,0.018569,20.468,-0.507,-40.690
2300.0,0.023098,-0.019503,-9.767444,0.010275,-0.019576,-0.009124,21.522,-0.056,-40.244
2310.0,0.007482,0.055483,-9.736463,-0.001665,0.013734,-0.010971,19.380,-0.284,-40.176
2320.0,0.009613,-0.015295,-9.794468,0.016590,-0.015830,-0.010439,19.868,-0.051,-40.474
2330.0,-0.055184,0.085799,-9.715239,0.002007,0.003688,-0.012863,19.181,-0.272,-40.119
2340.0,-0.004354,-0.012363,-9.815689,0.008044,-0.001837,0.005052,19.845,-0.622,-40.072
2350.0,0.012245,-0.132073,-9.860930,-0.001527,-0.001106,0.008569,19.825,-0.404,-39.963
2360.0,-0.002010,0.049074,-9.782146,0.001727,0.006856,-0.004953,20.619,0.734,-40.209
2370.0,-0.074930,-0.100223,-9.775635,0.002414,-0.012383,-0.008153,20.765,-0.056,-39.871
2380.0,-0.162628,-0.086267,-9.707637,0.010374,0.017250,-0.003520,19.434,-0.465,-39.463
2390.0,-0.013057,-0.018125,-9.776521,0.014706,0.003163,-0.017367,19.067,-0.259,-40.267
2400.0,-0.037858,0.063617,-9.837209,0.001964,0.005751,-0.002222,19.572,-0.621,-39.879
2410.0,0.008271,0.053343,-9.822350,-0.012771,0.005635,0.004558,20.030,-0.007,-39.577
2420.0,0.090131,-0.034857,-9.847657,-0.013288,-0.002662,0.004694,19.691,0.603,-40.582
2430.0,0.016954,-0.015724,-9.907707,-0.007549,0.007737,-0.002145,20.239,0.331,-40.325
2440.0,-0.085893,-0.046681,-9.765196,0.005248,-0.001377,-0.007036,19.661,-0.550,-39.630
2450.0,0.026176,0.013027,-9.854331,0.003096,0.006419,-0.009310,20.465,-0.028,-40.480
2460.0,-0.113162,-0.005223,-9.749067,0.002331,-0.009417,0.001026,20.128,0.505,-40.280
2470.0,-0.054048,-0.033337,-9.806067,0.019593,-0.017871,-0.013195,19.800,-0.407,-40.617
2480.0,0.037452,0.000476,-9.794540,0.018104,0.013251,0.010680,18.780,-0.606,-40.123
2490.0,-0.004247,0.028219,-9.877332,0.015130,-0.024759,-0.012101,20.734,0.361,-40.710
2500.0,-0.047362,-0.001079,-9.896905,-0.012272,-0.010150,0.004761,20.079,-0.637,-39.900
2510.0,0.035110,0.106605,-9.837504,-0.000903,0.005238,-0.002701,19.270,0.452,-39.051
2520.0,-0.032228,0.040178,-9.802377,-0.022757,0.011591,0.006717,20.159,0.317,-40.057
2530.0,-0.082715,0.032490,-9.829991,-0.000631,0.008515,0.008038,18.996,-0.526,-40.505
2540.0,-0.016579,0.004042,-9.778289,-0.005961,0.014641,-0.016363,20.209,-0.167,-39.730
2550.0,0.013317,0.030415,-9.750392,0.010082,0.007739,0.007732,20.409,1.080,-40.939
2560.0,-0.060925,0.044039,-9.741907,-0.007015,-0.004745,0.003998,19.725,0.229,-39.593
2570.0,0.067572,-0.071057,-9.776154,-0.006836,-0.008829,0.013002,20.428,0.714,-40.571
2580.0,-0.010031,-0.034437,-9.877705,0.005163,-0.016645,0.012445,19.540,-0.367,-40.433
2590.0,-0.069193,-0.049633,-9.761665,0.023496,-0.009265,0.019503,20.413,-0.679,-40.824
2600.0,0.023243,0.085706,-9.768937,0.022491,-0.009234,0.004789,19.823,-0.034,-39.941
2610.0,-0.027288,0.008190,-9.859462,0.005041,0.008402,0.007646,20.560,-0.155,-39.462
2620.0,0.032804,-0.021900,-9.920548,0.010471,0.006434,0.009343,19.712,0.760,-39.377
2630.0,-0.014014,0.021917,-9.900264,-0.004301,-0.006758,-0.014961,19.112,0.030,-39.769
2640.0,0.025895,-0.028728,-9.785956,0.000992,0.001348,-0.005699,20.819,0.042,-40.864
2650.0,0.018943,0.006194,-9.800526,0.003820,0.005140,-0.003433,20.254,-0.695,-39.581
2660.0,-0.137610,0.097103,-9.848225,0.003241,0.016484,-0.000352,19.874,-0.192,-40.269
2670.0,0.065691,-0.021739,-9.730726,-0.002740,-0.008853,0.005945,19.983,0.775,-39.521
2680.0,0.033760,-0.039353,-9.850130,-0.000745,-0.000613,-0.002633,20.354,-0.231,-40.049
